ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024,,,,,
(UF),NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
(RO),Alta Floresta D'Oeste,"22,853"
(RO),Ariquemes,"108,573"
(RO),Cabixi,"5,690"
(RO),Cacoal,"97,637"
(RO),Cerejeiras,"16,975"
(RO),Colorado do Oeste,"16,588"
(RO),Corumbiara,"8,001"
(RO),Costa Marques,"13,522"
(RO),Espigão D'Oeste,"32,717"
(RO),Guajará-Mirim,"43,553"
(RO),Jaru,"55,583"
(RO),Ji-Paraná,"139,359"
(RO),Machadinho D'Oeste,"34,063"
(RO),Nova Brasilândia D'Oeste,"16,504"
(RO),Ouro Preto do Oeste,"38,681"
(RO),Pimenta Bueno,"39,053"
(RO),Porto Velho,"514,873"
(RO),Presidente Médici,"20,518"
(RO),Rio Crespo,"3,753"
(RO),Rolim de Moura,"62,559"
(RO),Santa Luzia D'Oeste,"7,877"
(RO),Vilhena,"108,528"
(RO),São Miguel do Guaporé,"22,267"
(RO),Nova Mamoré,"28,496"
(RO),Alvorada D'Oeste,"13,837"
(RO),Alto Alegre dos Parecis,"12,263"
(RO),Alto Paraíso,"17,463"
(RO),Buritis,"30,729"
(RO),Novo Horizonte do Oeste,"8,056"
(RO),Cacaulândia,"4,345"
(RO),Campo Novo de Rondônia,"9,225"
(RO),Candeias do Jamari,"24,163"
(RO),Castanheiras,"3,456"
(RO),Chupinguaia,"10,129"
(RO),Cujubim,"15,883"
(RO),Governador Jorge Teixeira,"8,420"
(RO),Itapuã do Oeste,"9,209"
(RO),Ministro Andreazza,"6,657"
(RO),Mirante da Serra,"9,740"
(RO),Monte Negro,"12,241"
(RO),Nova União,"6,577"
(RO),Parecis,"4,390"
(RO),Pimenteiras do Oeste,"2,311"
(RO),Primavera de Rondônia,"3,279"
(RO),São Felipe D'Oeste,"5,605"
(RO),São Francisco do Guaporé,"17,511"
(RO),Seringueiras,"12,954"
(RO),Teixeirópolis,"4,536"
(RO),Theobroma,"8,540"
(RO),Urupá,"11,377"
(RO),Vale do Anari,"8,265"
(RO),Vale do Paraíso,"6,843"
(AC),Acrelândia,"14,657"
(AC),Assis Brasil,"8,573"
(AC),Brasiléia,"27,841"
(AC),Bujari,"13,766"
(AC),Capixaba,"10,922"
(AC),Cruzeiro do Sul,"98,382"
(AC),Epitaciolândia,"19,739"
(AC),Feijó,"37,644"
(AC),Jordão,"9,787"
(AC),Mâncio Lima,"20,329"
(AC),Manoel Urbano,"12,776"
(AC),Marechal Thaumaturgo,"17,951"
(AC),Plácido de Castro,"17,127"
(AC),Porto Walter,"11,275"
(AC),Rio Branco,"387,852"
(AC),Rodrigues Alves,"15,537"
(AC),Santa Rosa do Purus,"7,143"
(AC),Senador Guiomard,"22,352"
(AC),Sena Madureira,"43,916"
(AC),Tarauacá,"46,517"
(AC),Xapuri,"19,090"
(AC),Porto Acre,"17,455"
(AM),Alvarães,"16,670"
(AM),Amaturá,"11,411"
(AM),Anamã,"10,318"
(AM),Anori,"17,932"
(AM),Apuí,"21,735"
(AM),Atalaia do Norte,"15,892"
(AM),Autazes,"45,328"
(AM),Barcelos,"18,626"
(AM),Barreirinha,"33,436"
(AM),Benjamin Constant,"40,509"
(AM),Beruri,"22,136"
(AM),Boa Vista do Ramos,"25,769"
(AM),Boca do Acre,"38,246"
(AM),Borba,"34,879"
(AM),Caapiranga,"14,310"
(AM),Canutama,"17,885"
(AM),Carauari,"30,892"
(AM),Careiro,"32,442"
(AM),Careiro da Várzea,"19,809"
(AM),Coari,"73,820"
(AM),Codajás,"24,451"
(AM),Eirunepé,"35,534"
(AM),Envira,"17,920"
(AM),Fonte Boa,"27,875"
(AM),Guajará,"14,332"
(AM),Humaitá,"62,312"
(AM),Ipixuna,"25,458"
(AM),Iranduba,"67,114"
(AM),Itacoatiara,"112,520"
(AM),Itamarati,"11,730"
(AM),Itapiranga,"10,805"
(AM),Japurá,"9,397"
(AM),Juruá,"11,152"
(AM),Jutaí,"27,656"
(AM),Lábrea,"48,927"
(AM),Manacapuru,"110,691"
(AM),Manaquiri,"17,009"
(AM),Manaus,"2,279,686"
(AM),Manicoré,"57,758"
(AM),Maraã,"15,843"
(AM),Maués,"65,714"
(AM),Nhamundá,"21,106"
(AM),Nova Olinda do Norte,"28,267"
(AM),Novo Airão,"16,467"
(AM),Novo Aripuanã,"24,987"
(AM),Parintins,"101,956"
(AM),Pauini,"20,232"
(AM),Presidente Figueiredo,"33,004"
(AM),Rio Preto da Eva,"25,723"
(AM),Santa Isabel do Rio Negro,"14,176"
(AM),Santo Antônio do Içá,"30,448"
(AM),São Gabriel da Cachoeira,"56,406"
(AM),São Paulo de Olivença,"35,196"
(AM),São Sebastião do Uatumã,"12,247"
(AM),Silves,"12,404"
(AM),Tabatinga,"72,283"
(AM),Tapauá,"20,501"
(AM),Tefé,"79,278"
(AM),Tonantins,"20,224"
(AM),Uarini,"15,278"
(AM),Urucará,"19,505"
(AM),Urucurituba,"25,592"
(RR),Amajari,"15,583"
(RR),Alto Alegre,"23,049"
(RR),Boa Vista,"470,169"
(RR),Bonfim,"15,222"
(RR),Cantá,"20,552"
(RR),Caracaraí,"22,443"
(RR),Caroebe,"11,708"
(RR),Iracema,"10,778"
(RR),Mucajaí,"19,619"
(RR),Normandia,"15,744"
(RR),Pacaraima,"22,104"
(RR),Rorainópolis,"36,747"
(RR),São João da Baliza,"9,727"
(RR),São Luiz,"7,777"
(RR),Uiramutã,"15,571"
(PA),Abaetetuba,"170,999"
(PA),Abel Figueiredo,"6,302"
(PA),Acará,"62,701"
(PA),Afuá,"40,246"
(PA),Água Azul do Norte,"17,960"
(PA),Alenquer,"74,836"
(PA),Almeirim,"36,334"
(PA),Altamira,"136,982"
(PA),Anajás,"30,003"
(PA),Ananindeua,"507,838"
(PA),Anapu,"34,947"
(PA),Augusto Corrêa,"47,596"
(PA),Aurora do Pará,"24,321"
(PA),Aveiro,"19,223"
(PA),Bagre,"34,633"
(PA),Baião,"55,949"
(PA),Bannach,"4,252"
(PA),Barcarena,"137,331"
(PA),Belém,"1,398,531"
(PA),Belterra,"18,954"
(PA),Benevides,"68,191"
(PA),Bom Jesus do Tocantins,"18,958"
(PA),Bonito,"12,998"
(PA),Bragança,"131,679"
(PA),Brasil Novo,"26,606"
(PA),Brejo Grande do Araguaia,"6,985"
(PA),Breu Branco,"47,351"
(PA),Breves,"115,051"
(PA),Bujaru,"25,112"
(PA),Cachoeira do Piriá,"19,578"
(PA),Cachoeira do Arari,"25,243"
(PA),Cametá,"143,837"
(PA),Canaã dos Carajás,"86,629"
(PA),Capanema,"74,808"
(PA),Capitão Poço,"59,960"
(PA),Castanhal,"207,603"
(PA),Chaves,"21,487"
(PA),Colares,"13,526"
(PA),Conceição do Araguaia,"47,099"
(PA),Concórdia do Pará,"28,287"
(PA),Cumaru do Norte,"14,937"
(PA),Curionópolis,"20,859"
(PA),Curralinho,"36,451"
(PA),Curuá,"14,834"
(PA),Curuçá,"44,413"
(PA),Dom Eliseu,"62,322"
(PA),Eldorado do Carajás,"29,425"
(PA),Faro,"9,125"
(PA),Floresta do Araguaia,"18,565"
(PA),Garrafão do Norte,"25,552"
(PA),Goianésia do Pará,"27,059"
(PA),Gurupá,"33,922"
(PA),Igarapé-Açu,"37,855"
(PA),Igarapé-Miri,"68,955"
(PA),Inhangapi,"10,754"
(PA),Ipixuna do Pará,"30,158"
(PA),Irituia,"32,698"
(PA),Itaituba,"133,684"
(PA),Itupiranga,"52,187"
(PA),Jacareacanga,"26,006"
(PA),Jacundá,"38,391"
(PA),Juruti,"53,952"
(PA),Limoeiro do Ajuru,"31,778"
(PA),Mãe do Rio,"37,048"
(PA),Magalhães Barata,"8,428"
(PA),Marabá,"288,513"
(PA),Maracanã,"27,207"
(PA),Marapanim,"28,105"
(PA),Marituba,"118,998"
(PA),Medicilândia,"28,633"
(PA),Melgaço,"29,846"
(PA),Mocajuba,"28,821"
(PA),Moju,"90,795"
(PA),Mojuí dos Campos,"25,312"
(PA),Monte Alegre,"63,641"
(PA),Muaná,"48,955"
(PA),Nova Esperança do Piriá,"21,259"
(PA),Nova Ipixuna,"14,417"
(PA),Nova Timboteua,"13,204"
(PA),Novo Progresso,"36,518"
(PA),Novo Repartimento,"63,754"
(PA),Óbidos,"55,271"
(PA),Oeiras do Pará,"36,377"
(PA),Oriximiná,"72,460"
(PA),Ourém,"18,675"
(PA),Ourilândia do Norte,"34,905"
(PA),Pacajá,"43,594"
(PA),Palestina do Pará,"7,086"
(PA),Paragominas,"112,843"
(PA),Parauapebas,"298,854"
(PA),Pau D'Arco,"7,296"
(PA),Peixe-Boi,"8,651"
(PA),Piçarra,"13,341"
(PA),Placas,"18,772"
(PA),Ponta de Pedras,"25,767"
(PA),Portel,"66,898"
(PA),Porto de Moz,"43,673"
(PA),Prainha,"38,318"
(PA),Primavera,"11,332"
(PA),Quatipuru,"11,870"
(PA),Redenção,"91,947"
(PA),Rio Maria,"19,129"
(PA),Rondon do Pará,"56,593"
(PA),Rurópolis,"37,360"
(PA),Salinópolis,"48,168"
(PA),Salvaterra,"25,441"
(PA),Santa Bárbara do Pará,"22,288"
(PA),Santa Cruz do Arari,"7,654"
(PA),Santa Izabel do Pará,"78,317"
(PA),Santa Luzia do Pará,"21,217"
(PA),Santa Maria das Barreiras,"17,079"
(PA),Santa Maria do Pará,"25,696"
(PA),Santana do Araguaia,"31,683"
(PA),Santarém,"357,311"
(PA),Santarém Novo,"6,348"
(PA),Santo Antônio do Tauá,"29,134"
(PA),São Caetano de Odivelas,"17,248"
(PA),São Domingos do Araguaia,"21,638"
(PA),São Domingos do Capim,"32,449"
(PA),São Félix do Xingu,"65,957"
(PA),São Francisco do Pará,"15,418"
(PA),São Geraldo do Araguaia,"24,978"
(PA),São João da Ponta,"4,509"
(PA),São João de Pirabas,"21,447"
(PA),São João do Araguaia,"14,246"
(PA),São Miguel do Guamá,"55,798"
(PA),São Sebastião da Boa Vista,"27,441"
(PA),Sapucaia,"6,160"
(PA),Senador José Porfírio,"24,441"
(PA),Soure,"25,218"
(PA),Tailândia,"75,526"
(PA),Terra Alta,"10,815"
(PA),Terra Santa,"19,667"
(PA),Tomé-Açu,"72,326"
(PA),Tracuateua,"30,373"
(PA),Trairão,"15,619"
(PA),Tucumã,"42,480"
(PA),Tucuruí,"96,238"
(PA),Ulianópolis,"39,576"
(PA),Uruará,"45,939"
(PA),Vigia,"53,806"
(PA),Viseu,"61,970"
(PA),Vitória do Xingu,"16,414"
(PA),Xinguara,"56,999"
(AP),Serra do Navio,"4,986"
(AP),Amapá,"8,434"
(AP),Pedra Branca do Amapari,"13,798"
(AP),Calçoene,"11,391"
(AP),Cutias,"4,725"
(AP),Ferreira Gomes,"7,145"
(AP),Itaubal,"6,043"
(AP),Laranjal do Jari,"37,969"
(AP),Macapá,"487,200"
(AP),Mazagão,"23,575"
(AP),Oiapoque,"30,481"
(AP),Porto Grande,"18,988"
(AP),Pracuúba,"4,042"
(AP),Santana,"118,353"
(AP),Tartarugalzinho,"13,785"
(AP),Vitória do Jari,"11,922"
(TO),Abreulândia,"2,668"
(TO),Aguiarnópolis,"4,537"
(TO),Aliança do Tocantins,"5,222"
(TO),Almas,"6,542"
(TO),Alvorada,"9,094"
(TO),Ananás,"10,662"
(TO),Angico,"2,918"
(TO),Aparecida do Rio Negro,"5,067"
(TO),Aragominas,"5,360"
(TO),Araguacema,"6,039"
(TO),Araguaçu,"8,273"
(TO),Araguaína,"181,493"
(TO),Araguanã,"4,338"
(TO),Araguatins,"33,205"
(TO),Arapoema,"5,553"
(TO),Arraias,"10,522"
(TO),Augustinópolis,"18,128"
(TO),Aurora do Tocantins,"3,420"
(TO),Axixá do Tocantins,"10,663"
(TO),Babaçulândia,"7,779"
(TO),Bandeirantes do Tocantins,"3,534"
(TO),Barra do Ouro,"4,641"
(TO),Barrolândia,"4,915"
(TO),Bernardo Sayão,"4,316"
(TO),Bom Jesus do Tocantins,"4,181"
(TO),Brasilândia do Tocantins,"2,016"
(TO),Brejinho de Nazaré,"4,796"
(TO),Buriti do Tocantins,"10,654"
(TO),Cachoeirinha,"1,991"
(TO),Campos Lindos,"8,951"
(TO),Cariri do Tocantins,"4,147"
(TO),Carmolândia,"2,246"
(TO),Carrasco Bonito,"3,362"
(TO),Caseara,"5,009"
(TO),Centenário,"2,135"
(TO),Chapada de Areia,"1,563"
(TO),Chapada da Natividade,"3,182"
(TO),Colinas do Tocantins,"35,957"
(TO),Combinado,"4,896"
(TO),Conceição do Tocantins,"3,956"
(TO),Couto Magalhães,"5,515"
(TO),Cristalândia,"6,437"
(TO),Crixás do Tocantins,"1,499"
(TO),Darcinópolis,"6,054"
(TO),Dianópolis,"18,031"
(TO),Divinópolis do Tocantins,"7,297"
(TO),Dois Irmãos do Tocantins,"6,395"
(TO),Dueré,"4,321"
(TO),Esperantina,"7,493"
(TO),Fátima,"3,520"
(TO),Figueirópolis,"5,336"
(TO),Filadélfia,"7,823"
(TO),Formoso do Araguaia,"19,428"
(TO),Tabocão,"3,676"
(TO),Goianorte,"4,840"
(TO),Goiatins,"12,816"
(TO),Guaraí,"25,681"
(TO),Gurupi,"89,574"
(TO),Ipueiras,"1,627"
(TO),Itacajá,"6,969"
(TO),Itaguatins,"5,206"
(TO),Itapiratins,"3,679"
(TO),Itaporã do Tocantins,"2,464"
(TO),Jaú do Tocantins,"3,403"
(TO),Juarina,"2,305"
(TO),Lagoa da Confusão,"16,312"
(TO),Lagoa do Tocantins,"3,610"
(TO),Lajeado,"3,520"
(TO),Lavandeira,"1,673"
(TO),Lizarda,"2,991"
(TO),Luzinópolis,"2,803"
(TO),Marianópolis do Tocantins,"4,772"
(TO),Mateiros,"2,888"
(TO),Maurilândia do Tocantins,"3,171"
(TO),Miracema do Tocantins,"18,787"
(TO),Miranorte,"13,056"
(TO),Monte do Carmo,"5,722"
(TO),Monte Santo do Tocantins,"2,500"
(TO),Palmeiras do Tocantins,"4,897"
(TO),Muricilândia,"3,485"
(TO),Natividade,"8,961"
(TO),Nazaré,"4,660"
(TO),Nova Olinda,"10,609"
(TO),Nova Rosalândia,"3,403"
(TO),Novo Acordo,"4,102"
(TO),Novo Alegre,"1,841"
(TO),Novo Jardim,"2,263"
(TO),Oliveira de Fátima,"1,211"
(TO),Palmeirante,"4,909"
(TO),Palmeirópolis,"7,119"
(TO),Paraíso do Tocantins,"55,164"
(TO),Paranã,"10,854"
(TO),Pau D'Arco,"4,085"
(TO),Pedro Afonso,"14,731"
(TO),Peixe,"9,438"
(TO),Pequizeiro,"5,038"
(TO),Colméia,"9,158"
(TO),Pindorama do Tocantins,"4,596"
(TO),Piraquê,"2,265"
(TO),Pium,"7,375"
(TO),Ponte Alta do Bom Jesus,"4,295"
(TO),Ponte Alta do Tocantins,"7,842"
(TO),Porto Alegre do Tocantins,"2,953"
(TO),Porto Nacional,"68,555"
(TO),Praia Norte,"9,460"
(TO),Presidente Kennedy,"3,051"
(TO),Pugmil,"2,231"
(TO),Recursolândia,"3,471"
(TO),Riachinho,"4,039"
(TO),Rio da Conceição,"1,822"
(TO),Rio dos Bois,"2,833"
(TO),Rio Sono,"4,798"
(TO),Sampaio,"4,372"
(TO),Sandolândia,"3,873"
(TO),Santa Fé do Araguaia,"7,489"
(TO),Santa Maria do Tocantins,"2,726"
(TO),Santa Rita do Tocantins,"2,291"
(TO),Santa Rosa do Tocantins,"4,789"
(TO),Santa Tereza do Tocantins,"2,889"
(TO),Santa Terezinha do Tocantins,"2,463"
(TO),São Bento do Tocantins,"5,936"
(TO),São Félix do Tocantins,"1,875"
(TO),São Miguel do Tocantins,"13,939"
(TO),São Salvador do Tocantins,"2,385"
(TO),São Sebastião do Tocantins,"4,189"
(TO),São Valério,"4,547"
(TO),Silvanópolis,"5,252"
(TO),Sítio Novo do Tocantins,"11,334"
(TO),Sucupira,"1,599"
(TO),Taguatinga,"14,247"
(TO),Taipas do Tocantins,"2,086"
(TO),Talismã,"2,509"
(TO),Palmas,"323,625"
(TO),Tocantínia,"7,751"
(TO),Tocantinópolis,"23,203"
(TO),Tupirama,"2,003"
(TO),Tupiratins,"1,897"
(TO),Wanderlândia,"10,751"
(TO),Xambioá,"10,683"
(MA),Açailândia,"110,506"
(MA),Afonso Cunha,"6,296"
(MA),Água Doce do Maranhão,"12,446"
(MA),Alcântara,"18,774"
(MA),Aldeias Altas,"23,782"
(MA),Altamira do Maranhão,"6,565"
(MA),Alto Alegre do Maranhão,"24,543"
(MA),Alto Alegre do Pindaré,"26,411"
(MA),Alto Parnaíba,"11,382"
(MA),Amapá do Maranhão,"7,364"
(MA),Amarante do Maranhão,"38,333"
(MA),Anajatuba,"26,221"
(MA),Anapurus,"14,111"
(MA),Apicum-Açu,"17,984"
(MA),Araguanã,"11,347"
(MA),Araioses,"40,278"
(MA),Arame,"26,191"
(MA),Arari,"30,521"
(MA),Axixá,"12,079"
(MA),Bacabal,"107,620"
(MA),Bacabeira,"17,414"
(MA),Bacuri,"16,610"
(MA),Bacurituba,"5,374"
(MA),Balsas,"106,094"
(MA),Barão de Grajaú,"19,458"
(MA),Barra do Corda,"87,672"
(MA),Barreirinhas,"67,999"
(MA),Belágua,"8,716"
(MA),Bela Vista do Maranhão,"12,073"
(MA),Benedito Leite,"5,597"
(MA),Bequimão,"19,983"
(MA),Bernardo do Mearim,"5,983"
(MA),Boa Vista do Gurupi,"7,769"
(MA),Bom Jardim,"34,035"
(MA),Bom Jesus das Selvas,"29,588"
(MA),Bom Lugar,"12,414"
(MA),Brejo,"35,322"
(MA),Brejo de Areia,"9,387"
(MA),Buriti,"30,799"
(MA),Buriti Bravo,"22,940"
(MA),Buriticupu,"56,896"
(MA),Buritirana,"13,157"
(MA),Cachoeira Grande,"10,004"
(MA),Cajapió,"10,342"
(MA),Cajari,"16,711"
(MA),Campestre do Maranhão,"12,553"
(MA),Cândido Mendes,"20,413"
(MA),Cantanhede,"24,976"
(MA),Capinzal do Norte,"11,664"
(MA),Carolina,"24,606"
(MA),Carutapera,"24,855"
(MA),Caxias,"163,428"
(MA),Cedral,"10,444"
(MA),Central do Maranhão,"7,233"
(MA),Centro do Guilherme,"12,668"
(MA),Centro Novo do Maranhão,"16,529"
(MA),Chapadinha,"84,202"
(MA),Cidelândia,"13,152"
(MA),Codó,"118,295"
(MA),Coelho Neto,"42,918"
(MA),Colinas,"41,745"
(MA),Conceição do Lago-Açu,"15,264"
(MA),Coroatá,"61,351"
(MA),Cururupu,"32,608"
(MA),Davinópolis,"14,788"
(MA),Dom Pedro,"23,579"
(MA),Duque Bacelar,"10,448"
(MA),Esperantinópolis,"18,725"
(MA),Estreito,"34,353"
(MA),Feira Nova do Maranhão,"8,236"
(MA),Fernando Falcão,"11,184"
(MA),Formosa da Serra Negra,"18,133"
(MA),Fortaleza dos Nogueiras,"12,951"
(MA),Fortuna,"17,346"
(MA),Godofredo Viana,"10,422"
(MA),Gonçalves Dias,"17,579"
(MA),Governador Archer,"10,472"
(MA),Governador Edison Lobão,"18,908"
(MA),Governador Eugênio Barros,"14,258"
(MA),Governador Luiz Rocha,"7,219"
(MA),Governador Newton Bello,"10,981"
(MA),Governador Nunes Freire,"23,563"
(MA),Graça Aranha,"6,161"
(MA),Grajaú,"76,578"
(MA),Guimarães,"10,470"
(MA),Humberto de Campos,"26,546"
(MA),Icatu,"25,332"
(MA),Igarapé do Meio,"14,350"
(MA),Igarapé Grande,"10,463"
(MA),Imperatriz,"285,146"
(MA),Itaipava do Grajaú,"14,143"
(MA),Itapecuru Mirim,"62,269"
(MA),Itinga do Maranhão,"22,934"
(MA),Jatobá,"7,610"
(MA),Jenipapo dos Vieiras,"17,499"
(MA),João Lisboa,"25,287"
(MA),Joselândia,"15,235"
(MA),Junco do Maranhão,"5,275"
(MA),Lago da Pedra,"45,875"
(MA),Lago do Junco,"9,700"
(MA),Lago Verde,"15,077"
(MA),Lagoa do Mato,"10,809"
(MA),Lago dos Rodrigues,"8,961"
(MA),Lagoa Grande do Maranhão,"11,710"
(MA),Lajeado Novo,"7,227"
(MA),Lima Campos,"11,558"
(MA),Loreto,"11,876"
(MA),Luís Domingues,"7,351"
(MA),Magalhães de Almeida,"14,001"
(MA),Maracaçumé,"21,686"
(MA),Marajá do Sena,"7,165"
(MA),Maranhãozinho,"14,086"
(MA),Mata Roma,"17,537"
(MA),Matinha,"22,530"
(MA),Matões,"33,300"
(MA),Matões do Norte,"17,945"
(MA),Milagres do Maranhão,"9,048"
(MA),Mirador,"21,518"
(MA),Miranda do Norte,"24,377"
(MA),Mirinzal,"14,297"
(MA),Monção,"28,606"
(MA),Montes Altos,"9,309"
(MA),Morros,"18,994"
(MA),Nina Rodrigues,"14,551"
(MA),Nova Colinas,"5,144"
(MA),Nova Iorque,"4,412"
(MA),Nova Olinda do Maranhão,"14,468"
(MA),Olho d'Água das Cunhãs,"18,295"
(MA),Olinda Nova do Maranhão,"13,909"
(MA),Paço do Lumiar,"152,306"
(MA),Palmeirândia,"21,606"
(MA),Paraibano,"18,619"
(MA),Parnarama,"32,256"
(MA),Passagem Franca,"17,592"
(MA),Pastos Bons,"19,246"
(MA),Paulino Neves,"17,523"
(MA),Paulo Ramos,"20,792"
(MA),Pedreiras,"38,267"
(MA),Pedro do Rosário,"24,917"
(MA),Penalva,"33,534"
(MA),Peri Mirim,"11,277"
(MA),Peritoró,"20,910"
(MA),Pindaré-Mirim,"32,521"
(MA),Pinheiro,"87,919"
(MA),Pio XII,"22,369"
(MA),Pirapemas,"18,120"
(MA),Poção de Pedras,"17,444"
(MA),Porto Franco,"24,517"
(MA),Porto Rico do Maranhão,"6,091"
(MA),Presidente Dutra,"46,578"
(MA),Presidente Juscelino,"11,616"
(MA),Presidente Médici,"4,748"
(MA),Presidente Sarney,"17,913"
(MA),Presidente Vargas,"10,791"
(MA),Primeira Cruz,"13,922"
(MA),Raposa,"32,054"
(MA),Riachão,"22,699"
(MA),Ribamar Fiquene,"7,597"
(MA),Rosário,"39,763"
(MA),Sambaíba,"5,701"
(MA),Santa Filomena do Maranhão,"6,839"
(MA),Santa Helena,"43,112"
(MA),Santa Inês,"88,167"
(MA),Santa Luzia,"59,037"
(MA),Santa Luzia do Paruá,"24,870"
(MA),Santa Quitéria do Maranhão,"24,489"
(MA),Santa Rita,"38,446"
(MA),Santana do Maranhão,"10,777"
(MA),Santo Amaro do Maranhão,"14,280"
(MA),Santo Antônio dos Lopes,"14,623"
(MA),São Benedito do Rio Preto,"18,793"
(MA),São Bento,"48,036"
(MA),São Bernardo,"27,887"
(MA),São Domingos do Azeitão,"8,213"
(MA),São Domingos do Maranhão,"35,221"
(MA),São Félix de Balsas,"4,495"
(MA),São Francisco do Brejão,"9,222"
(MA),São Francisco do Maranhão,"12,353"
(MA),São João Batista,"18,909"
(MA),São João do Carú,"12,421"
(MA),São João do Paraíso,"10,105"
(MA),São João do Soter,"17,254"
(MA),São João dos Patos,"25,891"
(MA),São José de Ribamar,"257,414"
(MA),São José dos Basílios,"7,102"
(MA),São Luís,"1,088,057"
(MA),São Luís Gonzaga do Maranhão,"18,153"
(MA),São Mateus do Maranhão,"40,160"
(MA),São Pedro da Água Branca,"14,736"
(MA),São Pedro dos Crentes,"5,965"
(MA),São Raimundo das Mangabeiras,"19,129"
(MA),São Raimundo do Doca Bezerra,"5,767"
(MA),São Roberto,"4,602"
(MA),São Vicente Ferrer,"19,885"
(MA),Satubinha,"8,880"
(MA),Senador Alexandre Costa,"10,445"
(MA),Senador La Rocque,"15,035"
(MA),Serrano do Maranhão,"10,461"
(MA),Sítio Novo,"17,457"
(MA),Sucupira do Norte,"10,471"
(MA),Sucupira do Riachão,"5,088"
(MA),Tasso Fragoso,"9,106"
(MA),Timbiras,"27,344"
(MA),Timon,"182,241"
(MA),Trizidela do Vale,"23,052"
(MA),Tufilândia,"5,633"
(MA),Tuntum,"37,401"
(MA),Turiaçu,"38,905"
(MA),Turilândia,"33,032"
(MA),Tutóia,"55,041"
(MA),Urbano Santos,"34,060"
(MA),Vargem Grande,"44,540"
(MA),Viana,"53,115"
(MA),Vila Nova dos Martírios,"10,575"
(MA),Vitória do Mearim,"31,851"
(MA),Vitorino Freire,"31,906"
(MA),Zé Doca,"41,943"
(PI),Acauã,"6,515"
(PI),Agricolândia,"5,023"
(PI),Água Branca,"18,033"
(PI),Alagoinha do Piauí,"6,901"
(PI),Alegrete do Piauí,"4,713"
(PI),Alto Longá,"13,734"
(PI),Altos,"49,637"
(PI),Alvorada do Gurguéia,"5,459"
(PI),Amarante,"17,577"
(PI),Angical do Piauí,"6,982"
(PI),Anísio de Abreu,"9,631"
(PI),Antônio Almeida,"3,228"
(PI),Aroazes,"5,433"
(PI),Aroeiras do Itaim,"2,766"
(PI),Arraial,"4,593"
(PI),Assunção do Piauí,"7,597"
(PI),Avelino Lopes,"11,106"
(PI),Baixa Grande do Ribeiro,"13,838"
(PI),Barra D'Alcântara,"4,091"
(PI),Barras,"49,533"
(PI),Barreiras do Piauí,"3,334"
(PI),Barro Duro,"6,744"
(PI),Batalha,"27,123"
(PI),Bela Vista do Piauí,"4,208"
(PI),Belém do Piauí,"3,508"
(PI),Beneditinos,"10,104"
(PI),Bertolínia,"5,701"
(PI),Betânia do Piauí,"6,368"
(PI),Boa Hora,"7,108"
(PI),Bocaina,"4,131"
(PI),Bom Jesus,"30,321"
(PI),Bom Princípio do Piauí,"5,786"
(PI),Bonfim do Piauí,"6,089"
(PI),Boqueirão do Piauí,"6,728"
(PI),Brasileira,"8,658"
(PI),Brejo do Piauí,"3,969"
(PI),Buriti dos Lopes,"20,096"
(PI),Buriti dos Montes,"7,538"
(PI),Cabeceiras do Piauí,"10,449"
(PI),Cajazeiras do Piauí,"3,146"
(PI),Cajueiro da Praia,"8,203"
(PI),Caldeirão Grande do Piauí,"5,605"
(PI),Campinas do Piauí,"4,988"
(PI),Campo Alegre do Fidalgo,"4,701"
(PI),Campo Grande do Piauí,"6,188"
(PI),Campo Largo do Piauí,"7,636"
(PI),Campo Maior,"47,074"
(PI),Canavieira,"3,429"
(PI),Canto do Buriti,"19,669"
(PI),Capitão de Campos,"11,347"
(PI),Capitão Gervásio Oliveira,"4,065"
(PI),Caracol,"10,538"
(PI),Caraúbas do Piauí,"5,755"
(PI),Caridade do Piauí,"5,162"
(PI),Castelo do Piauí,"19,663"
(PI),Caxingó,"5,657"
(PI),Cocal,"29,209"
(PI),Cocal de Telha,"5,034"
(PI),Cocal dos Alves,"6,569"
(PI),Coivaras,"4,233"
(PI),Colônia do Gurguéia,"6,287"
(PI),Colônia do Piauí,"7,088"
(PI),Conceição do Canindé,"5,063"
(PI),Coronel José Dias,"4,305"
(PI),Corrente,"28,275"
(PI),Cristalândia do Piauí,"7,454"
(PI),Cristino Castro,"10,772"
(PI),Curimatá,"11,552"
(PI),Currais,"4,968"
(PI),Curralinhos,"4,527"
(PI),Curral Novo do Piauí,"5,185"
(PI),Demerval Lobão,"16,998"
(PI),Dirceu Arcoverde,"7,238"
(PI),Dom Expedito Lopes,"6,421"
(PI),Domingos Mourão,"4,138"
(PI),Dom Inocêncio,"9,335"
(PI),Elesbão Veloso,"13,786"
(PI),Eliseu Martins,"4,435"
(PI),Esperantina,"42,510"
(PI),Fartura do Piauí,"5,414"
(PI),Flores do Piauí,"4,508"
(PI),Floresta do Piauí,"2,364"
(PI),Floriano,"64,150"
(PI),Francinópolis,"4,517"
(PI),Francisco Ayres,"4,494"
(PI),Francisco Macedo,"2,986"
(PI),Francisco Santos,"8,366"
(PI),Fronteiras,"10,382"
(PI),Geminiano,"5,587"
