ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024,,,,,
(UF),NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
(RJ),São Sebastião do Alto,"7,999"
(RJ),Sapucaia,"18,289"
(RJ),Saquarema,"95,201"
(RJ),Seropédica,"84,737"
(RJ),Silva Jardim,"22,026"
(RJ),Sumidouro,"15,690"
(RJ),Tanguá,"32,858"
(RJ),Teresópolis,"176,692"
(RJ),Trajano de Moraes,"10,652"
(RJ),Três Rios,"82,300"
(RJ),Valença,"71,462"
(RJ),Varre-Sai,"10,559"
(RJ),Vassouras,"35,904"
(RJ),Volta Redonda,"279,898"
(SP),Adamantina,"35,642"
(SP),Adolfo,"4,478"
(SP),Aguaí,"32,888"
(SP),Águas da Prata,"7,470"
(SP),Águas de Lindóia,"18,245"
(SP),Águas de Santa Bárbara,"7,407"
(SP),Águas de São Pedro,"2,829"
(SP),Agudos,"38,879"
(SP),Alambari,"6,330"
(SP),Alfredo Marcondes,"4,556"
(SP),Altair,"3,479"
(SP),Altinópolis,"17,156"
(SP),Alto Alegre,"3,883"
(SP),Alumínio,"17,591"
(SP),Álvares Florence,"3,978"
(SP),Álvares Machado,"28,250"
(SP),Álvaro de Carvalho,"4,896"
(SP),Alvinlândia,"2,923"
(SP),Americana,"246,655"
(SP),Américo Brasiliense,"33,757"
(SP),Américo de Campos,"5,975"
(SP),Amparo,"69,717"
(SP),Analândia,"4,684"
(SP),Andradina,"61,473"
(SP),Angatuba,"24,512"
(SP),Anhembi,"5,766"
(SP),Anhumas,"4,108"
(SP),Aparecida,"33,223"
(SP),Aparecida d'Oeste,"4,124"
(SP),Apiaí,"24,886"
(SP),Araçariguama,"22,168"
(SP),Araçatuba,"207,775"
(SP),Araçoiaba da Serra,"33,656"
(SP),Aramina,"5,526"
(SP),Arandu,"7,050"
(SP),Arapeí,"2,355"
(SP),Araraquara,"252,318"
(SP),Araras,"135,331"
(SP),Arco-Íris,"2,085"
(SP),Arealva,"8,280"
(SP),Areias,"3,625"
(SP),Areiópolis,"10,257"
(SP),Ariranha,"7,653"
(SP),Artur Nogueira,"53,157"
(SP),Arujá,"89,943"
(SP),Aspásia,"1,873"
(SP),Assis,"104,642"
(SP),Atibaia,"166,043"
(SP),Auriflama,"13,873"
(SP),Avaí,"4,519"
(SP),Avanhandava,"11,438"
(SP),Avaré,"96,098"
(SP),Bady Bassitt,"28,909"
(SP),Balbinos,"3,963"
(SP),Bálsamo,"9,854"
(SP),Bananal,"10,109"
(SP),Barão de Antonina,"3,618"
(SP),Barbosa,"5,659"
(SP),Bariri,"32,405"
(SP),Barra Bonita,"35,159"
(SP),Barra do Chapéu,"5,256"
(SP),Barra do Turvo,"6,922"
(SP),Barretos,"126,600"
(SP),Barrinha,"33,181"
(SP),Barueri,"330,339"
(SP),Bastos,"21,900"
(SP),Batatais,"59,873"
(SP),Bauru,"391,740"
(SP),Bebedouro,"78,210"
(SP),Bento de Abreu,"2,642"
(SP),Bernardino de Campos,"11,852"
(SP),Bertioga,"66,873"
(SP),Bilac,"7,455"
(SP),Birigui,"122,988"
(SP),Biritiba Mirim,"30,526"
(SP),Boa Esperança do Sul,"13,135"
(SP),Bocaina,"11,467"
(SP),Bofete,"10,688"
(SP),Boituva,"63,415"
(SP),Bom Jesus dos Perdões,"22,501"
(SP),Bom Sucesso de Itararé,"3,610"
(SP),Borá,"928"
(SP),Boracéia,"4,823"
(SP),Borborema,"14,415"
(SP),Borebi,"2,787"
(SP),Botucatu,"150,442"
(SP),Bragança Paulista,"184,634"
(SP),Braúna,"5,466"
(SP),Brejo Alegre,"2,605"
(SP),Brodowski,"26,167"
(SP),Brotas,"24,423"
(SP),Buri,"20,674"
(SP),Buritama,"17,597"
(SP),Buritizal,"4,447"
(SP),Cabrália Paulista,"4,362"
(SP),Cabreúva,"48,473"
(SP),Caçapava,"99,678"
(SP),Cachoeira Paulista,"32,482"
(SP),Caconde,"17,266"
(SP),Cafelândia,"16,905"
(SP),Caiabu,"3,745"
(SP),Caieiras,"98,257"
(SP),Caiuá,"5,585"
(SP),Cajamar,"97,363"
(SP),Cajati,"29,257"
(SP),Cajobi,"9,232"
(SP),Cajuru,"24,217"
(SP),Campina do Monte Alegre,"6,077"
(SP),Campinas,"1,185,977"
(SP),Campo Limpo Paulista,"79,663"
(SP),Campos do Jordão,"47,983"
(SP),Campos Novos Paulista,"4,991"
(SP),Cananéia,"12,489"
(SP),Canas,"5,049"
(SP),Cândido Mota,"30,172"
(SP),Cândido Rodrigues,"2,951"
(SP),Canitar,"6,524"
(SP),Capão Bonito,"47,403"
(SP),Capela do Alto,"23,597"
(SP),Capivari,"51,318"
(SP),Caraguatatuba,"141,084"
(SP),Carapicuíba,"398,462"
(SP),Cardoso,"11,491"
(SP),Casa Branca,"28,786"
(SP),Cássia dos Coqueiros,"2,855"
(SP),Castilho,"20,418"
(SP),Catanduva,"119,172"
(SP),Catiguá,"7,105"
(SP),Cedral,"13,160"
(SP),Cerqueira César,"22,076"
(SP),Cerquilho,"46,217"
(SP),Cesário Lange,"19,588"
(SP),Charqueada,"15,798"
(SP),Clementina,"7,087"
(SP),Colina,"18,842"
(SP),Colômbia,"6,781"
(SP),Conchal,"29,034"
(SP),Conchas,"15,381"
(SP),Cordeirópolis,"25,130"
(SP),Coroados,"5,498"
(SP),Coronel Macedo,"4,295"
(SP),Corumbataí,"4,285"
(SP),Cosmópolis,"61,204"
(SP),Cosmorama,"8,968"
(SP),Cotia,"287,004"
(SP),Cravinhos,"34,252"
(SP),Cristais Paulista,"9,543"
(SP),Cruzália,"2,129"
(SP),Cruzeiro,"76,513"
(SP),Cubatão,"115,082"
(SP),Cunha,"22,456"
(SP),Descalvado,"32,622"
(SP),Diadema,"404,118"
(SP),Dirce Reis,"1,641"
(SP),Divinolândia,"11,314"
(SP),Dobrada,"8,958"
(SP),Dois Córregos,"24,855"
(SP),Dolcinópolis,"2,250"
(SP),Dourado,"8,186"
(SP),Dracena,"46,664"
(SP),Duartina,"12,529"
(SP),Dumont,"9,719"
(SP),Echaporã,"6,295"
(SP),Eldorado,"13,162"
(SP),Elias Fausto,"18,103"
(SP),Elisiário,"3,189"
(SP),Embaúba,"2,353"
(SP),Embu das Artes,"259,323"
(SP),Embu-Guaçu,"68,805"
(SP),Emilianópolis,"3,062"
(SP),Engenheiro Coelho,"20,139"
(SP),Espírito Santo do Pinhal,"40,681"
(SP),Espírito Santo do Turvo,"4,217"
(SP),Estrela d'Oeste,"9,655"
(SP),Estrela do Norte,"2,749"
(SP),Euclides da Cunha Paulista,"7,928"
(SP),Fartura,"16,984"
(SP),Fernandópolis,"73,286"
(SP),Fernando Prestes,"6,066"
(SP),Fernão,"1,689"
(SP),Ferraz de Vasconcelos,"185,622"
(SP),Flora Rica,"1,492"
(SP),Floreal,"2,756"
(SP),Flórida Paulista,"13,171"
(SP),Florínea,"3,987"
(SP),Franca,"364,331"
(SP),Francisco Morato,"171,107"
(SP),Franco da Rocha,"149,786"
(SP),Gabriel Monteiro,"2,811"
(SP),Gália,"6,435"
(SP),Garça,"43,115"
(SP),Gastão Vidigal,"3,235"
(SP),Gavião Peixoto,"4,797"
(SP),General Salgado,"10,449"
(SP),Getulina,"10,355"
(SP),Glicério,"4,173"
(SP),Guaiçara,"11,459"
(SP),Guaimbê,"5,606"
(SP),Guaíra,"40,424"
(SP),Guapiaçu,"22,316"
(SP),Guapiara,"17,256"
(SP),Guará,"18,790"
(SP),Guaraçaí,"7,486"
(SP),Guaraci,"10,542"
(SP),Guarani d'Oeste,"1,999"
(SP),Guarantã,"6,531"
(SP),Guararapes,"31,872"
(SP),Guararema,"32,436"
(SP),Guaratinguetá,"121,710"
(SP),Guareí,"15,268"
(SP),Guariba,"38,609"
(SP),Guarujá,"294,973"
(SP),Guarulhos,"1,345,364"
(SP),Guatapará,"7,462"
(SP),Guzolândia,"4,276"
(SP),Herculândia,"9,302"
(SP),Holambra,"15,596"
(SP),Hortolândia,"247,331"
(SP),Iacanga,"10,633"
(SP),Iacri,"6,207"
(SP),Iaras,"8,257"
(SP),Ibaté,"33,110"
(SP),Ibirá,"11,934"
(SP),Ibirarema,"6,461"
(SP),Ibitinga,"61,908"
(SP),Ibiúna,"77,651"
(SP),Icém,"7,969"
(SP),Iepê,"7,739"
(SP),Igaraçu do Tietê,"23,430"
(SP),Igarapava,"26,755"
(SP),Igaratá,"10,904"
(SP),Iguape,"29,881"
(SP),Ilhabela,"36,329"
(SP),Ilha Comprida,"13,955"
(SP),Ilha Solteira,"26,240"
(SP),Indaiatuba,"267,796"
(SP),Indiana,"5,191"
(SP),Indiaporã,"4,109"
(SP),Inúbia Paulista,"3,671"
(SP),Ipaussu,"13,933"
(SP),Iperó,"37,999"
(SP),Ipeúna,"6,999"
(SP),Ipiguá,"7,037"
(SP),Iporanga,"4,091"
(SP),Ipuã,"14,691"
(SP),Iracemápolis,"22,435"
(SP),Irapuã,"6,946"
(SP),Irapuru,"7,145"
(SP),Itaberá,"18,258"
(SP),Itaí,"25,930"
(SP),Itajobi,"17,420"
(SP),Itaju,"3,702"
(SP),Itanhaém,"117,435"
(SP),Itaoca,"3,490"
(SP),Itapecerica da Serra,"163,928"
(SP),Itapetininga,"163,774"
(SP),Itapeva,"92,324"
(SP),Itapevi,"241,924"
(SP),Itapira,"73,919"
(SP),Itapirapuã Paulista,"4,405"
(SP),Itápolis,"40,464"
(SP),Itaporanga,"14,260"
(SP),Itapuí,"13,984"
(SP),Itapura,"4,014"
(SP),Itaquaquecetuba,"382,521"
(SP),Itararé,"45,327"
(SP),Itariri,"15,762"
(SP),Itatiba,"126,403"
(SP),Itatinga,"19,427"
(SP),Itirapina,"16,433"
(SP),Itirapuã,"5,861"
(SP),Itobi,"8,210"
(SP),Itu,"174,561"
(SP),Itupeva,"74,119"
(SP),Ituverava,"38,451"
(SP),Jaborandi,"6,293"
(SP),Jaboticabal,"73,467"
(SP),Jacareí,"249,968"
(SP),Jaci,"7,878"
(SP),Jacupiranga,"16,254"
(SP),Jaguariúna,"61,801"
(SP),Jales,"50,017"
(SP),Jambeiro,"6,575"
(SP),Jandira,"121,988"
(SP),Jardinópolis,"46,868"
(SP),Jarinu,"39,531"
(SP),Jaú,"137,323"
(SP),Jeriquara,"3,976"
(SP),Joanópolis,"13,095"
(SP),João Ramalho,"4,456"
(SP),José Bonifácio,"37,859"
(SP),Júlio Mesquita,"4,308"
(SP),Jumirim,"3,123"
(SP),Jundiaí,"460,313"
(SP),Junqueirópolis,"20,878"
(SP),Juquiá,"17,255"
(SP),Juquitiba,"28,007"
(SP),Lagoinha,"5,182"
(SP),Laranjal Paulista,"27,009"
(SP),Lavínia,"9,909"
(SP),Lavrinhas,"7,328"
(SP),Leme,"101,316"
(SP),Lençóis Paulista,"68,395"
(SP),Limeira,"300,728"
(SP),Lindóia,"7,147"
(SP),Lins,"76,729"
(SP),Lorena,"87,370"
(SP),Lourdes,"1,968"
(SP),Louveira,"54,111"
(SP),Lucélia,"20,372"
(SP),Lucianópolis,"2,419"
(SP),Luís Antônio,"12,531"
(SP),Luiziânia,"4,751"
(SP),Lupércio,"4,017"
(SP),Lutécia,"2,699"
(SP),Macatuba,"17,120"
(SP),Macaubal,"7,587"
(SP),Macedônia,"4,048"
(SP),Magda,"3,212"
(SP),Mairinque,"51,660"
(SP),Mairiporã,"97,399"
(SP),Manduri,"10,092"
(SP),Marabá Paulista,"4,627"
(SP),Maracaí,"12,826"
(SP),Marapoama,"3,392"
(SP),Mariápolis,"3,539"
(SP),Marília,"246,627"
(SP),Marinópolis,"1,870"
(SP),Martinópolis,"25,299"
(SP),Matão,"80,998"
(SP),Mauá,"429,380"
(SP),Mendonça,"6,369"
(SP),Meridiano,"4,697"
(SP),Mesópolis,"1,988"
(SP),Miguelópolis,"19,655"
(SP),Mineiros do Tietê,"11,349"
(SP),Miracatu,"18,679"
(SP),Mira Estrela,"3,199"
(SP),Mirandópolis,"28,737"
(SP),Mirante do Paranapanema,"16,069"
(SP),Mirassol,"65,485"
(SP),Mirassolândia,"4,771"
(SP),Mococa,"69,324"
(SP),Mogi das Cruzes,"468,120"
(SP),Mogi Guaçu,"159,735"
(SP),Mogi Mirim,"95,534"
(SP),Mombuca,"3,815"
(SP),Monções,"1,954"
(SP),Mongaguá,"64,519"
(SP),Monte Alegre do Sul,"8,873"
(SP),Monte Alto,"48,725"
(SP),Monte Aprazível,"22,650"
(SP),Monte Azul Paulista,"18,363"
(SP),Monte Castelo,"4,301"
(SP),Monteiro Lobato,"4,205"
(SP),Monte Mor,"67,296"
(SP),Morro Agudo,"28,561"
(SP),Morungaba,"14,081"
(SP),Motuca,"4,079"
(SP),Murutinga do Sul,"3,763"
(SP),Nantes,"2,699"
(SP),Narandiba,"5,908"
(SP),Natividade da Serra,"7,134"
(SP),Nazaré Paulista,"18,620"
(SP),Neves Paulista,"9,921"
(SP),Nhandeara,"9,944"
(SP),Nipoã,"4,860"
(SP),Nova Aliança,"6,858"
(SP),Nova Campina,"8,631"
(SP),Nova Canaã Paulista,"2,058"
(SP),Nova Castilho,"1,074"
(SP),Nova Europa,"9,459"
(SP),Nova Granada,"19,725"
(SP),Nova Guataporanga,"2,188"
(SP),Nova Independência,"4,795"
(SP),Novais,"4,469"
(SP),Nova Luzitânia,"2,838"
(SP),Nova Odessa,"64,228"
(SP),Novo Horizonte,"39,435"
(SP),Nuporanga,"7,550"
(SP),Ocauçu,"4,412"
(SP),Óleo,"2,540"
(SP),Olímpia,"56,701"
(SP),Onda Verde,"4,912"
(SP),Oriente,"6,180"
(SP),Orindiúva,"6,145"
(SP),Orlândia,"39,193"
(SP),Osasco,"756,952"
(SP),Oscar Bressane,"2,504"
(SP),Osvaldo Cruz,"32,099"
(SP),Ourinhos,"106,877"
(SP),Ouroeste,"10,596"
(SP),Ouro Verde,"7,901"
(SP),Pacaembu,"15,217"
(SP),Palestina,"11,689"
(SP),Palmares Paulista,"9,709"
(SP),Palmeira d'Oeste,"8,994"
(SP),Palmital,"19,767"
(SP),Panorama,"15,214"
(SP),Paraguaçu Paulista,"42,087"
(SP),Paraibuna,"17,950"
(SP),Paraíso,"6,211"
(SP),Paranapanema,"19,799"
(SP),Paranapuã,"4,111"
(SP),Parapuã,"10,729"
(SP),Pardinho,"7,382"
(SP),Pariquera-Açu,"19,576"
(SP),Parisi,"3,001"
(SP),Patrocínio Paulista,"14,837"
(SP),Paulicéia,"8,200"
(SP),Paulínia,"115,690"
(SP),Paulistânia,"2,146"
(SP),Paulo de Faria,"7,430"
(SP),Pederneiras,"46,223"
(SP),Pedra Bela,"6,718"
(SP),Pedranópolis,"2,848"
(SP),Pedregulho,"15,742"
(SP),Pedreira,"44,332"
(SP),Pedrinhas Paulista,"2,838"
(SP),Pedro de Toledo,"11,539"
(SP),Penápolis,"63,317"
(SP),Pereira Barreto,"24,389"
(SP),Pereiras,"8,969"
(SP),Peruíbe,"70,543"
(SP),Piacatu,"5,623"
(SP),Piedade,"54,237"
(SP),Pilar do Sul,"28,417"
(SP),Pindamonhangaba,"172,027"
(SP),Pindorama,"14,721"
(SP),Pinhalzinho,"15,605"
(SP),Piquerobi,"3,296"
(SP),Piquete,"12,570"
(SP),Piracaia,"26,764"
(SP),Piracicaba,"438,827"
(SP),Piraju,"30,261"
(SP),Pirajuí,"22,743"
(SP),Pirangi,"11,076"
(SP),Pirapora do Bom Jesus,"18,836"
(SP),Pirapozinho,"26,065"
(SP),Pirassununga,"75,475"
(SP),Piratininga,"15,554"
(SP),Pitangueiras,"34,416"
(SP),Planalto,"4,454"
(SP),Platina,"3,061"
(SP),Poá,"106,431"
(SP),Poloni,"5,696"
(SP),Pompéia,"20,512"
(SP),Pongaí,"3,443"
(SP),Pontal,"38,376"
(SP),Pontalinda,"4,196"
(SP),Pontes Gestal,"2,415"
(SP),Populina,"4,185"
(SP),Porangaba,"10,773"
(SP),Porto Feliz,"58,345"
(SP),Porto Ferreira,"53,940"
(SP),Potim,"20,767"
(SP),Potirendaba,"18,994"
(SP),Pracinha,"2,599"
(SP),Pradópolis,"17,309"
(SP),Praia Grande,"365,577"
(SP),Pratânia,"5,246"
(SP),Presidente Alves,"3,841"
(SP),Presidente Bernardes,"14,772"
(SP),Presidente Epitácio,"40,383"
(SP),Presidente Prudente,"234,083"
(SP),Presidente Venceslau,"35,902"
(SP),Promissão,"35,991"
(SP),Quadra,"3,472"
(SP),Quatá,"13,399"
(SP),Queiroz,"3,351"
(SP),Queluz,"9,146"
(SP),Quintana,"7,225"
(SP),Rafard,"9,133"
(SP),Rancharia,"29,305"
(SP),Redenção da Serra,"4,611"
(SP),Regente Feijó,"20,565"
(SP),Reginópolis,"7,808"
(SP),Registro,"61,732"
(SP),Restinga,"6,492"
(SP),Ribeira,"3,166"
(SP),Ribeirão Bonito,"11,079"
(SP),Ribeirão Branco,"18,930"
(SP),Ribeirão Corrente,"4,706"
(SP),Ribeirão do Sul,"4,768"
(SP),Ribeirão dos Índios,"2,045"
(SP),Ribeirão Grande,"7,570"
(SP),Ribeirão Pires,"118,877"
(SP),Ribeirão Preto,"728,400"
(SP),Riversul,"5,647"
(SP),Rifaina,"4,158"
(SP),Rincão,"9,145"
(SP),Rinópolis,"9,357"
(SP),Rio Claro,"208,857"
(SP),Rio das Pedras,"32,267"
(SP),Rio Grande da Serra,"45,317"
(SP),Riolândia,"10,453"
(SP),Rosana,"17,533"
(SP),Roseira,"11,095"
(SP),Rubiácea,"2,741"
(SP),Rubinéia,"3,965"
(SP),Sabino,"5,185"
(SP),Sagres,"2,519"
(SP),Sales,"6,612"
(SP),Sales Oliveira,"11,654"
(SP),Salesópolis,"15,396"
(SP),Salmourão,"4,883"
(SP),Saltinho,"8,371"
(SP),Salto,"140,125"
(SP),Salto de Pirapora,"45,138"
(SP),Salto Grande,"9,212"
(SP),Sandovalina,"3,699"
(SP),Santa Adélia,"14,203"
(SP),Santa Albertina,"6,543"
(SP),Santa Bárbara d'Oeste,"189,338"
(SP),Santa Branca,"14,212"
(SP),Santa Clara d'Oeste,"2,677"
(SP),Santa Cruz da Conceição,"4,365"
(SP),Santa Cruz da Esperança,"2,162"
(SP),Santa Cruz das Palmeiras,"29,525"
(SP),Santa Cruz do Rio Pardo,"47,677"
(SP),Santa Ernestina,"6,256"
(SP),Santa Fé do Sul,"36,098"
(SP),Santa Gertrudes,"24,107"
(SP),Santa Isabel,"54,586"
(SP),Santa Lúcia,"7,181"
(SP),Santa Maria da Serra,"5,314"
(SP),Santa Mercedes,"3,012"
(SP),Santana da Ponte Pensa,"1,698"
(SP),Santana de Parnaíba,"162,341"
(SP),Santa Rita d'Oeste,"2,790"
(SP),Santa Rita do Passa Quatro,"25,060"
(SP),Santa Rosa de Viterbo,"23,725"
(SP),Santa Salete,"1,686"
(SP),Santo Anastácio,"18,045"
(SP),Santo André,"778,711"
(SP),Santo Antônio da Alegria,"6,917"
(SP),Santo Antônio de Posse,"23,779"
(SP),Santo Antônio do Aracanguá,"8,568"
(SP),Santo Antônio do Jardim,"6,237"
(SP),Santo Antônio do Pinhal,"7,294"
(SP),Santo Expedito,"3,063"
(SP),Santópolis do Aguapeí,"3,933"
(SP),Santos,"429,567"
(SP),São Bento do Sapucaí,"11,948"
(SP),São Bernardo do Campo,"840,499"
(SP),São Caetano do Sul,"172,109"
(SP),São Carlos,"265,294"
(SP),São Francisco,"2,629"
(SP),São João da Boa Vista,"95,762"
(SP),São João das Duas Pontes,"2,622"
(SP),São João de Iracema,"1,880"
(SP),São João do Pau d'Alho,"2,288"
(SP),São Joaquim da Barra,"49,815"
(SP),São José da Bela Vista,"7,690"
(SP),São José do Barreiro,"3,898"
(SP),São José do Rio Pardo,"53,416"
(SP),São José do Rio Preto,"501,597"
(SP),São José dos Campos,"724,756"
(SP),São Lourenço da Serra,"16,458"
(SP),São Luiz do Paraitinga,"10,497"
(SP),São Manuel,"38,166"
(SP),São Miguel Arcanjo,"32,904"
(SP),São Paulo,"11,895,578"
(SP),São Pedro,"39,725"
(SP),São Pedro do Turvo,"7,333"
(SP),São Roque,"81,342"
(SP),São Sebastião,"84,019"
(SP),São Sebastião da Grama,"10,484"
(SP),São Simão,"13,590"
(SP),São Vicente,"338,407"
(SP),Sarapuí,"10,632"
(SP),Sarutaiá,"3,769"
(SP),Sebastianópolis do Sul,"3,187"
(SP),Serra Azul,"13,058"
(SP),Serrana,"45,408"
(SP),Serra Negra,"30,920"
(SP),Sertãozinho,"131,600"
(SP),Sete Barras,"12,912"
(SP),Severínia,"14,724"
(SP),Silveiras,"6,313"
(SP),Socorro,"41,405"
(SP),Sorocaba,"757,459"
(SP),Sud Mennucci,"7,466"
(SP),Sumaré,"289,787"
(SP),Suzano,"318,765"
(SP),Suzanápolis,"3,464"
(SP),Tabapuã,"11,499"
(SP),Tabatinga,"14,994"
(SP),Taboão da Serra,"284,274"
(SP),Taciba,"6,399"
(SP),Taguaí,"13,006"
(SP),Taiaçu,"5,751"
(SP),Taiúva,"6,733"
(SP),Tambaú,"21,682"
(SP),Tanabi,"26,021"
(SP),Tapiraí,"8,122"
(SP),Tapiratiba,"11,936"
(SP),Taquaral,"2,652"
(SP),Taquaritinga,"53,322"
(SP),Taquarituba,"24,863"
(SP),Taquarivaí,"7,112"
(SP),Tarabai,"6,635"
(SP),Tarumã,"15,248"
(SP),Tatuí,"128,560"
(SP),Taubaté,"321,298"
(SP),Tejupá,"4,142"
(SP),Teodoro Sampaio,"22,559"
(SP),Terra Roxa,"7,985"
(SP),Tietê,"38,690"
(SP),Timburi,"2,490"
(SP),Torre de Pedra,"2,063"
(SP),Torrinha,"9,484"
(SP),Trabiju,"1,719"
(SP),Tremembé,"53,083"
(SP),Três Fronteiras,"7,013"
(SP),Tuiuti,"6,947"
(SP),Tupã,"65,416"
(SP),Tupi Paulista,"16,206"
(SP),Turiúba,"1,839"
(SP),Turmalina,"1,672"
(SP),Ubarana,"5,456"
(SP),Ubatuba,"96,598"
(SP),Ubirajara,"5,265"
(SP),Uchoa,"10,627"
(SP),União Paulista,"1,628"
(SP),Urânia,"8,973"
(SP),Uru,"1,419"
(SP),Urupês,"14,038"
(SP),Valentim Gentil,"14,531"
(SP),Valinhos,"131,277"
(SP),Valparaíso,"24,723"
(SP),Vargem,"10,805"
(SP),Vargem Grande do Sul,"41,226"
(SP),Vargem Grande Paulista,"52,103"
(SP),Várzea Paulista,"119,576"
(SP),Vera Cruz,"10,294"
(SP),Vinhedo,"79,235"
(SP),Viradouro,"17,681"
(SP),Vista Alegre do Alto,"8,327"
(SP),Vitória Brasil,"1,826"
(SP),Votorantim,"132,849"
(SP),Votuporanga,"100,159"
(SP),Zacarias,"2,761"
(SP),Chavantes,"12,411"
(SP),Estiva Gerbi,"11,566"
(PR),Abatiá,"7,271"
(PR),Adrianópolis,"6,327"
(PR),Agudos do Sul,"10,646"
(PR),Almirante Tamandaré,"124,788"
(PR),Altamira do Paraná,"3,543"
(PR),Altônia,"18,750"
(PR),Alto Paraná,"14,138"
(PR),Alto Piquiri,"9,802"
(PR),Alvorada do Sul,"10,478"
(PR),Amaporã,"4,736"
(PR),Ampére,"20,199"
(PR),Anahy,"2,965"
(PR),Andirá,"20,044"
(PR),Ângulo,"3,332"
(PR),Antonina,"18,223"
(PR),Antônio Olinto,"7,071"
(PR),Apucarana,"134,306"
(PR),Arapongas,"123,863"
(PR),Arapoti,"26,310"
(PR),Arapuã,"3,573"
(PR),Araruna,"14,824"
(PR),Araucária,"160,038"
(PR),Ariranha do Ivaí,"2,351"
(PR),Assaí,"13,643"
(PR),Assis Chateaubriand,"38,105"
(PR),Astorga,"26,145"
(PR),Atalaia,"4,045"
(PR),Balsa Nova,"13,871"
(PR),Bandeirantes,"31,807"
(PR),Barbosa Ferraz,"10,692"
(PR),Barracão,"9,900"
(PR),Barra do Jacaré,"2,866"
(PR),Bela Vista da Caroba,"4,100"
(PR),Bela Vista do Paraíso,"14,998"
(PR),Bituruna,"15,689"
(PR),Boa Esperança,"4,622"
(PR),Boa Esperança do Iguaçu,"2,448"
(PR),Boa Ventura de São Roque,"6,244"
(PR),Boa Vista da Aparecida,"8,034"
(PR),Bocaiúva do Sul,"13,804"
(PR),Bom Jesus do Sul,"4,061"
(PR),Bom Sucesso,"6,677"
(PR),Bom Sucesso do Sul,"3,234"
(PR),Borrazópolis,"7,824"
(PR),Braganey,"4,802"
(PR),Brasilândia do Sul,"3,828"
(PR),Cafeara,"2,655"
(PR),Cafelândia,"19,844"
(PR),Cafezal do Sul,"4,561"
(PR),Califórnia,"8,921"
(PR),Cambará,"23,430"
(PR),Cambé,"111,009"
(PR),Cambira,"9,899"
(PR),Campina da Lagoa,"15,979"
(PR),Campina do Simão,"3,973"
(PR),Campina Grande do Sul,"49,971"
(PR),Campo Bonito,"4,032"
(PR),Campo do Tenente,"7,666"
(PR),Campo Largo,"142,695"
(PR),Campo Magro,"31,555"
(PR),Campo Mourão,"103,340"
(PR),Cândido de Abreu,"15,255"
(PR),Candói,"15,174"
(PR),Cantagalo,"10,799"
(PR),Capanema,"21,022"
(PR),Capitão Leônidas Marques,"14,796"
(PR),Carambeí,"24,159"
(PR),Carlópolis,"17,567"
(PR),Cascavel,"364,104"
(PR),Castro,"75,291"
(PR),Catanduvas,"10,627"
(PR),Centenário do Sul,"10,936"
(PR),Cerro Azul,"16,240"
(PR),Céu Azul,"11,251"
(PR),Chopinzinho,"21,559"
(PR),Cianorte,"82,359"
(PR),Cidade Gaúcha,"11,684"
(PR),Clevelândia,"14,975"
(PR),Colombo,"240,720"
(PR),Colorado,"23,278"
(PR),Congonhinhas,"8,442"
(PR),Conselheiro Mairinck,"3,486"
(PR),Contenda,"19,827"
(PR),Corbélia,"17,862"
(PR),Cornélio Procópio,"45,830"
(PR),Coronel Domingos Soares,"5,516"
(PR),Coronel Vivida,"23,859"
(PR),Corumbataí do Sul,"3,780"
(PR),Cruzeiro do Iguaçu,"4,171"
(PR),Cruzeiro do Oeste,"24,622"
(PR),Cruzeiro do Sul,"4,547"
(PR),Cruz Machado,"15,910"
(PR),Cruzmaltina,"2,896"
(PR),Curitiba,"1,829,225"
(PR),Curiúva,"13,802"
(PR),Diamante do Norte,"5,164"
(PR),Diamante do Sul,"3,170"
(PR),Diamante D'Oeste,"4,557"
(PR),Dois Vizinhos,"47,014"
(PR),Douradina,"9,525"
(PR),Doutor Camargo,"6,484"
(PR),Enéas Marques,"6,070"
(PR),Engenheiro Beltrão,"12,431"
(PR),Esperança Nova,"1,858"
(PR),Entre Rios do Oeste,"4,729"
(PR),Espigão Alto do Iguaçu,"4,881"
(PR),Farol,"3,023"
(PR),Faxinal,"16,618"
(PR),Fazenda Rio Grande,"161,506"
(PR),Fênix,"4,512"
(PR),Fernandes Pinheiro,"6,387"
(PR),Figueira,"8,144"
(PR),Floraí,"4,825"
(PR),Flor da Serra do Sul,"4,367"
(PR),Floresta,"11,226"
(PR),Florestópolis,"11,639"
(PR),Flórida,"2,704"
(PR),Formosa do Oeste,"7,756"
(PR),Foz do Iguaçu,"295,500"
(PR),Francisco Alves,"8,464"
(PR),Francisco Beltrão,"101,302"
(PR),Foz do Jordão,"4,925"
(PR),General Carneiro,"10,861"
(PR),Godoy Moreira,"2,970"
(PR),Goioerê,"28,970"
(PR),Goioxim,"6,531"
(PR),Grandes Rios,"5,586"
(PR),Guaíra,"32,966"
(PR),Guairaçá,"6,733"
(PR),Guamiranga,"7,961"
(PR),Guapirama,"4,792"
(PR),Guaporema,"2,217"
(PR),Guaraci,"4,762"
(PR),Guaraniaçu,"13,814"
(PR),Guarapuava,"188,710"
